1490215503, 53.51826171875, -113.4863125, 53.51807529627448, -113.48629879138281
1490215535, 53.51826171875, -113.4863125, 53.51846580505205, -113.48606764930268
1490215567, 53.51826171875, -113.4863125, 53.51940835416654, -113.48595262962648
1490215584, 53.54363671875, -113.54275, 53.52064120726797, -113.48599651906805
1490215615, 53.52301953125, -113.4863125, 53.522381447844246, -113.48595269166402
1490215647, 53.52619140625, -113.4863125, 53.524978708322664, -113.48592366614474
1490215712, 53.5285703125, -113.485, 53.52852533433694, -113.48526435524442
1490215744, 53.53253515625, -113.485, 53.532477570520626, -113.48519490196635
1490215776, 53.53412109375, -113.4836875, 53.53429158343583, -113.48319951977874
1490215808, 53.53729296875, -113.485, 53.537161309344285, -113.48449333537044
1490215824, 53.5380859375, -113.485, 53.5377876480324, -113.4855180998446
1490215859, 53.5380859375, -113.4915625, 53.538398424459416, -113.49185144862055
1490215892, 53.53887890625, -113.4915625, 53.53887756566883, -113.49145113252672
1490215920, 53.5412578125, -113.49025, 53.54132072459683, -113.49024868462541
1490215951, 53.54205078125, -113.49025, 53.5418607463491, -113.49028486362448
1490215985, 53.54205078125, -113.49025, 53.54191908920058, -113.49034968634427
1490216001, 53.54205078125, -113.49025, 53.54194640077754, -113.49048163359694
1490216048, 53.54205078125, -113.49025, 53.54176226081162, -113.49032064178289
1490216064, 53.54205078125, -113.49025, 53.5417187832347, -113.49038332730929
1490216096, 53.54284375, -113.49025, 53.5430058365395, -113.4906056933362
1490216129, 53.54363671875, -113.49025, 53.54376461271396, -113.49084455120529
1490216160, 53.5444296875, -113.492875, 53.54446591690911, -113.49217338180738
1490216193, 53.5444296875, -113.492875, 53.54447205908766, -113.49334906614976
1490216225, 53.5444296875, -113.492875, 53.544416651482116, -113.4933361437252
1490216256, 53.5444296875, -113.49549999999999, 53.544707400512685, -113.49530408434691
1490216273, 53.5444296875, -113.4968125, 53.544599400141855, -113.49675988265744
1490216337, 53.54363671875, -113.54275, 53.54466287778811, -113.50063650151365
1490216370, 53.54363671875, -113.54275, 53.544540996679686, -113.50078759208425
1490216401, 53.546015625, -113.5020625, 53.54589639713774, -113.50117608960358
1490216433, 53.546015625, -113.5020625, 53.5461627023311, -113.50177993101127
1490216465, 53.546015625, -113.5046875, 53.54613804173178, -113.504060490552
1490216482, 53.546015625, -113.506, 53.54639317481428, -113.50565585521419
1490216513, 53.546015625, -113.506, 53.546344903891345, -113.50572546420008
1490216545, 53.546015625, -113.506, 53.546328463729644, -113.505685964537
1490216585, 53.546015625, -113.506, 53.5462998488916, -113.50563466782275
1490216609, 53.546015625, -113.506, 53.54610588160848, -113.50582290849273
1490216641, 53.546015625, -113.506, 53.54613225752817, -113.5059450212104
1490216674, 53.546015625, -113.506, 53.54616902707803, -113.50584141772923
1490216705, 53.546015625, -113.506, 53.54635412849395, -113.50573193804927
1490216737, 53.546015625, -113.506, 53.54633281510226, -113.50582303319003
1490216754, 53.546015625, -113.506, 53.546226951351464, -113.5064280309054
1490216785, 53.546015625, -113.508625, 53.54614396254317, -113.50798246621648
1490216818, 53.546015625, -113.508625, 53.54613378142056, -113.50806112609146
1490216850, 53.5476015625, -113.508625, 53.54746871036578, -113.50844470370441
1490216882, 53.54839453125, -113.508625, 53.548318798661676, -113.50827894343192
1490216914, 53.5491875, -113.508625, 53.54897742232156, -113.50832478109804
1490216978, 53.54998046875, -113.508625, 53.54990173453776, -113.50860613797461
1490216994, 53.5507734375, -113.508625, 53.550934731000886, -113.50840180557421
1490217027, 53.5507734375, -113.508625, 53.55111915280913, -113.50842081332394
1490217058, 53.55156640625, -113.51125, 53.551219024869106, -113.51023163213387
1490217090, 53.55156640625, -113.51125, 53.55145254709567, -113.51184292649133
1490217122, 53.54363671875, -113.54275, 53.55149449335534, -113.51462204537026
1490217154, 53.54363671875, -113.54275, 53.55146601561516, -113.51908915949153
1490217186, 53.5507734375, -113.52175, 53.551409496533985, -113.52231371311682
1490217219, 53.5507734375, -113.527, 53.55128403816229, -113.52752449099755
1490217234, 53.5507734375, -113.529625, 53.55107552083702, -113.5295964209396
1490217267, 53.5507734375, -113.53225, 53.55097846368102, -113.53275000028717
1490217299, 53.5507734375, -113.534875, 53.550951354896725, -113.5345218398873
1490217331, 53.5507734375, -113.5361875, 53.551033494469465, -113.53653341098058
1490217348, 53.5507734375, -113.5361875, 53.551110800395, -113.53661965282353
1490217379, 53.5507734375, -113.540125, 53.55095130264808, -113.5402604404471
1490217427, 53.55156640625, -113.545375, 53.551084807178356, -113.5458934414117
1490217443, 53.55156640625, -113.5493125, 53.551104345761225, -113.54877729182009
1490217475, 53.5507734375, -113.5545625, 53.55115865430672, -113.55423780616266
1490217508, 53.5507734375, -113.555875, 53.55098122537071, -113.5556613566205
1490217539, 53.5507734375, -113.555875, 53.55096310749289, -113.55611232477509
1490217571, 53.5507734375, -113.555875, 53.55092045298553, -113.55611530378502
1490217604, 53.5507734375, -113.5598125, 53.5508639133555, -113.56033095164156
1490217636, 53.5507734375, -113.5624375, 53.55099024304303, -113.56217490066231
1490217684, 53.5507734375, -113.56637500000001, 53.551041064539945, -113.56699543560129
1490217716, 53.5507734375, -113.57293750000001, 53.551051576162656, -113.57266059580387
1490217748, 53.5507734375, -113.5755625, 53.55103420933126, -113.57569769823141
1490217780, 53.5507734375, -113.5795, 53.5512399775784, -113.57912487729523
1490217812, 53.5507734375, -113.582125, 53.55108336069837, -113.5821247535488
1490217845, 53.5507734375, -113.58737500000001, 53.5511824620068, -113.58781482800863
